,,,Date,,,Age group,,,Incidence,,Confidence Interval,,,,,,,,,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1990,1999,M+F,0,14,,22.77,,4.87,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1970,1974,M+F,0,19,,5.91,,1.9,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1975,1979,M+F,0,19,,9.23,,2.36,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1970,1979,M+F,0,19,,7.57,,1.51,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1980,1984,M+F,0,19,,15.74,,3.23,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1985,1989,M+F,0,19,,14,,3.15,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1980,1989,M+F,0,19,,14.87,,2.26,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1990,1994,M+F,0,19,,18.9,,3.74,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1995,1999,M+F,0,19,,21.34,,3.95,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,New Zealand-Canterbury,New Zealand,1990,1999,M+F,0,19,,20.12,,3.78,,-100%,,,Willis (2002),,The mean CI (95%) provided in Column K (i.e. CI min),,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M,0,4,,1.63,,0.89,2.73,207%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M,5,9,,2.18,,1.27,3.48,174%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M,10,14,,3.49,,2.28,5.13,125%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,F,0,4,,1.18,,0.54,2.24,315%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,F,5,9,,3.4,,2.2,5.04,129%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,F,10,14,,3.06,,1.89,4.68,148%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M+F,0,4,,1.42,,0.9,2.12,136%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M+F,5,9,,2.77,,2,3.75,88%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M+F,10,14,,3.29,,2.41,4.38,82%,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1985,M+F,0,14,14,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1986,1986,M+F,0,14,12,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1987,1987,M+F,0,14,15,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1988,1988,M+F,0,14,16,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1989,M+F,0,14,19,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1990,1990,M+F,0,14,18,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1991,1991,M+F,0,14,18,,,,,#DIV/0!,,,Kocova (1993),,,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M,0,14,55,2.39,,1.82,3.12,71%,,,Kocova (1993),,Standardized age-adjusted incidence rate and 95% CI provided (as referenced in Kocova (1993) Table 2.,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,F,0,14,57,2.52,,1.91,3.3,73%,,,Kocova (1993),,Standardized age-adjusted incidence rate and 95% CI provided (as referenced in Kocova (1993) Table 2.,,,,,,,,,
WW,North Macedonia,Macedonia,1985,1991,M+F,0,14,112,2.45,,2.03,2.96,46%,,,Kocova (1993),,Standardized age-adjusted incidence rate and 95% CI provided (as referenced in Kocova (1993) Table 2.,,,,,,,,,
WW,North Macedonia,Macedonia,1989,2013,M+F,0,14,584,,,,,#DIV/0!,,,Patterson (2019),,Table image cropped.,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,M+F,0,14,,3.2,,,,#DIV/0!,,0.4,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,M+F,0,14,,3.9,,,,#DIV/0!,,0.4,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,M+F,0,14,,6,,,,#DIV/0!,,0.5,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,M+F,0,14,,7.2,,,,#DIV/0!,,0.6,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,M+F,0,14,,7.7,,,,#DIV/0!,,0.7,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,M,0,4,,0.5,,,,#DIV/0!,,,Patterson (2019),,Table image cropped.,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,M,5,9,,2.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,M,10,14,,5,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,F,0,4,,2.7,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,F,5,9,,3.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1989,1993,F,10,14,,4.4,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,M,0,4,,1.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,M,5,9,,5.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,M,10,14,,6.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,F,0,4,,0.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,F,5,9,,6,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1994,1998,F,10,14,,3.5,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,M,0,4,,3.3,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,M,5,9,,5.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,M,10,14,,8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,F,0,4,,2.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,F,5,9,,7.3,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,1999,2003,F,10,14,,8.8,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,M,0,4,,7.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,M,5,9,,8.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,M,10,14,,6.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,F,0,4,,6.1,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,F,5,9,,8.2,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2004,2008,F,10,14,,5.9,,,,#DIV/0!,,,Patterson (2019),,,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,M,0,4,,3.7,,,,#DIV/0!,,,Patterson (2019),,Data also provided as per above.,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,M,5,9,,7.8,,,,#DIV/0!,,,Patterson (2019),,Data also provided as per above.,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,M,10,14,,8.9,,,,#DIV/0!,,,Patterson (2019),,Data also provided as per above.,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,F,0,4,,7.6,,,,#DIV/0!,,,Patterson (2019),,Data also provided as per above.,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,F,5,9,,10.1,,,,#DIV/0!,,,Patterson (2019),,Data also provided as per above.,,,,,,,,,
WW,North Macedonia,Macedonia,2009,2013,F,10,14,,8.2,,,,#DIV/0!,,,Patterson (2019),,Data also provided as per above.,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,M,0,4,100,12.5,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,M,5,9,180,21.3,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,M,10,14,198,24.8,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,M,0,14,478,19.6,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,F,0,4,77,10.1,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,F,5,9,150,18.7,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,F,10,14,176,23.2,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,F,0,14,403,17.4,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,M,0,4,81,11.9,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,M,5,9,204,25.4,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,M,10,14,277,32.6,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,M,0,14,562,24.1,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,F,0,4,85,13.1,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,F,5,9,162,21.1,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,F,10,14,224,27.9,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,F,0,14,471,21.2,,,,#DIV/0!,,,Joner (1989),,,,,,,,,,,
WW,Norway-Østfold,Norway,1973,1982,M+F,0,14,121,23.4,,9.8,33,237%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Akershus,Norway,1973,1982,M+F,0,14,182,20.4,,10.9,28.2,159%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Oslo,Norway,1973,1982,M+F,0,14,155,21.3,,12,28.9,141%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Hedmark,Norway,1973,1982,M+F,0,14,69,17.7,,7.4,30,305%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Oppland,Norway,1973,1982,M+F,0,14,92,23.1,,12.2,32.3,165%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Buskerud,Norway,1973,1982,M+F,0,14,122,26.4,,15.2,35.3,132%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Vestfold,Norway,1973,1982,M+F,0,14,97,23.3,,11.6,35.4,205%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Telemark,Norway,1973,1982,M+F,0,14,92,26,,11.8,36.3,208%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Aust-Agder,Norway,1973,1982,M+F,0,14,57,27.4,,9.5,46.8,393%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Vest-Agder,Norway,1973,1982,M+F,0,14,77,23,,11.6,35.4,205%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Rogaland,Norway,1973,1982,M+F,0,14,141,18.5,,7.9,26.1,230%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Hordaland,Norway,1973,1982,M+F,0,14,180,18.9,,13.3,27.3,105%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Sogn og Fjord,Norway,1973,1982,M+F,0,14,58,23.1,,15.6,32.7,110%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Møre og Roms,Norway,1973,1982,M+F,0,14,106,18.4,,12.8,26.5,107%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Sør-Trondelag,Norway,1973,1982,M+F,0,14,105,18.4,,11.9,25.7,116%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Nord-Trøndelag,Norway,1973,1982,M+F,0,14,58,18.7,,6.3,32.2,411%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Nordland,Norway,1973,1982,M+F,0,14,110,18.3,,11,27.7,152%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Troms,Norway,1973,1982,M+F,0,14,68,18,,5.1,30.7,502%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-Finnmark,Norway,1973,1982,M+F,0,14,24,10.9,,4.3,31,621%,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1982,M+F,0,14,1914,20.5,,,,#DIV/0!,,,Joner (1989),,"The ""minimum and maximum range"" are presented in Confidence Interval (Min-Max) column K and L.",,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,M,0,14,,2.94,,2.79,3.09,11%,,,Joner (1989),,"Cumulative incidence rates and 95% confidence limits presented in Column (Incidence mean) I, (Confidence interval Min-Max) K and L respectively.",,,,,,,,,
WW,Norway-across 19 counties,Norway,1973,1977,F,0,14,,2.59,,2.46,2.72,11%,,,Joner (1989),,"Cumulative incidence rates and 95% confidence limits presented in Column (Incidence mean) I, (Confidence interval Min-Max) K and L respectively.",,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,M,0,14,,3.46,,3.28,3.64,11%,,,Joner (1989),,"Cumulative incidence rates and 95% confidence limits presented in Column (Incidence mean) I, (Confidence interval Min-Max) K and L respectively.",,,,,,,,,
WW,Norway-across 19 counties,Norway,1978,1982,F,0,14,,3.16,,3,3.32,11%,,,Joner (1989),,"Cumulative incidence rates and 95% confidence limits presented in Column (Incidence mean) I, (Confidence interval Min-Max) K and L respectively.",,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2004,2004,M,0,14.9,,32.1,,27.4,37.7,38%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2005,2005,M,0,14.9,,33.7,,28.8,39.4,37%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2006,2006,M,0,14.9,,34,,29.1,39.7,36%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2007,2007,M,0,14.9,,33,,28.1,38.6,37%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2008,2008,M,0,14.9,,32.9,,28.1,38.6,37%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2009,2009,M,0,14.9,,38.7,,33.5,44.8,34%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2010,2010,M,0,14.9,,35.9,,30.9,41.8,35%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2011,2011,M,0,14.9,,33.5,,28.6,39.1,37%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2012,2012,M,0,14.9,,31.5,,26.8,37,38%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2004,2012,M,0,14.9,,33.9,,32.2,35.7,11%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2004,2004,F,0,14.9,,33.4,,28.4,39.2,38%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2005,2005,F,0,14.9,,29.6,,24.9,35.1,41%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2006,2006,F,0,14.9,,29.4,,24.8,34.9,41%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2007,2007,F,0,14.9,,31.9,,27.1,37.6,39%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2008,2008,F,0,14.9,,31.2,,26.4,36.8,39%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2009,2009,F,0,14.9,,34.4,,29.3,40.3,38%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2010,2010,F,0,14.9,,29.5,,24.9,35,41%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2011,2011,F,0,14.9,,29.8,,25.2,35.3,40%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2012,2012,F,0,14.9,,33.5,,28.6,39.3,37%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2004,2012,F,0,14.9,,31.4,,29.7,33.2,12%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2004,2004,M+F,0,14.9,,32.7,,29.2,36.7,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2005,2005,M+F,0,14.9,,31.7,,28.2,35.5,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2006,2006,M+F,0,14.9,,31.8,,28.3,35.6,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2007,2007,M+F,0,14.9,,32.5,,28.9,36.4,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2008,2008,M+F,0,14.9,,32.1,,28.6,36,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2009,2009,M+F,0,14.9,,36.6,,32.9,40.8,24%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2010,2010,M+F,0,14.9,,32.8,,29.3,36.7,25%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2011,2011,M+F,0,14.9,,31.7,,28.2,35.5,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2012,2012,M+F,0,14.9,,32.5,,29,36.4,26%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Norwegian Childhood Diabetes Registry (NCDR),Norway,2004,2012,M+F,0,14.9,,32.7,,31.5,34,8%,,,Skrivarhaug (2014),,,,,,,,,,,
WW,Norway-Østfold,Norway,2004,2012,M+F,0,14.9,145,32.6,,27.7,38.4,39%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Akershus,Norway,2004,2012,M+F,0,14.9,285,29.2,,26,32.8,26%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Oslo,Norway,2004,2012,M+F,0,14.9,194,22.3,,19.4,25.7,32%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Hedemark,Norway,2004,2012,M+F,0,14.9,90,30.4,,24.7,37.3,51%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Oppland,Norway,2004,2012,M+F,0,14.9,113,38.6,,32.1,46.4,45%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Buskerud,Norway,2004,2012,M+F,0,14.9,140,33.1,,28,39,39%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Vestfold,Norway,2004,2012,M+F,0,14.9,136,35.7,,30.2,42.2,40%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Telemark,Norway,2004,2012,M+F,0,14.9,113,42,,34.9,50.5,45%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Aust-Agder,Norway,2004,2012,M+F,0,14.9,85,45.7,,36.9,56.5,53%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Vest-Agder,Norway,2004,2012,M+F,0,14.9,101,33.1,,27.2,40.2,48%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Rogaland,Norway,2004,2012,M+F,0,14.9,258,32.4,,28.7,36.6,28%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Hordaland,Norway,2004,2012,M+F,0,14.9,265,31.7,,28.1,35.8,27%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Sogn,Norway,2004,2012,M+F,0,14.9,80,41.6,,33.4,51.8,55%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Møre,Norway,2004,2012,M+F,0,14.9,159,36.7,,31.5,42.9,36%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Sør-Trøndelag,Norway,2004,2012,M+F,0,14.9,148,30.4,,25.9,35.7,38%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Nord-Trøndelag,Norway,2004,2012,M+F,0,14.9,73,31.6,,25.1,39.8,59%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Nordland,Norway,2004,2012,M+F,0,14.9,154,38.6,,32.9,45.2,37%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Troms,Norway,2004,2012,M+F,0,14.9,105,39.2,,32.4,47.4,46%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-Finnmark,Norway,2004,2012,M+F,0,14.9,42,32.4,,23.9,43.8,83%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway-across 19 counties,Norway,2004,2012,M+F,0,14.9,2686,32.7,,31.5,34,8%,,,Skrivarhaug (2014),,"95% CI calculated using the formula SE(loge IR)=1/√D, in which D is the number of cases and IR is the incidence rate",,,,,,,,,
WW,Norway,Norway,1989,2013,M+F,0,14,6348,,,,,#DIV/0!,,,Patterson (2019),,Table image cropped.,,,,,,,,,
WW,Norway,Norway,1989,1993,M+F,0,14,,22.7,,,,#DIV/0!,,0.8,Patterson (2019),,,,,,,,,,,
WW,Norway,Norway,1994,1998,M+F,0,14,,24.6,,,,#DIV/0!,,0.8,Patterson (2019),,,,,,,,,,,
WW,Norway,Norway,1999,2003,M+F,0,14,,29.6,,,,#DIV/0!,,0.8,Patterson (2019),,,,,,,,,,,
WW,Norway,Norway,2004,2008,M+F,0,14,,33.1,,,,#DIV/0!,,0.9,Patterson (2019),,,,,,,,,,,
WW,Norway,Norway,2009,2013,M+F,0,14,,33.6,,,,#DIV/0!,,0.9,Patterson (2019),,,,,,,,,,,
