source,resp_id,elect_part,country_wk,region_wk,inst_name,inst_role,inst_role_other,med_age_diag_center,med_age_diag_center_src,med_age_diag_reg,med_age_diag_reg_src,inst_hba1c_avg,inst_hba1c_max,inst_hba1c_src,reg_hba1c_avg,reg_hba1c_max,reg_hba1c_src,inst_dka_diag_rate,inst_dka_diag_src,reg_dka_diag_rate,reg_dka_diag_src,od_2010_rate,od_2010_src,od_2000_2010_rate,od_2000_2010_src,od_pre_2000_rate,od_pre_2000_src,inst_treat_2xhi,reg_treat_2xhi,inst_treat_2_shortlong,reg_treat_2_shortlong,inst_treat_3plus_shortlong,reg_treat_3plus_shortlong,inst_treat_3_analog,reg_treat_3_analog,inst_treat_pump,reg_treat_pump,inst_treat_pump_suspend,reg_treat_pump_suspend,inst_treat_pump_cloop,reg_treat_pump_cloop,treat_other,inst_measure_clinic,reg_measure_clinic,inst_measure_fewdays,reg_measure_fewdays,inst_measure_1_2_strips_day,reg_measure_1_2_strips_day,inst_measure_3_4_strips_day,reg_measure_3_4_strips_day,inst_measure_5_more_strips_day,reg_measure_5_more_strips_day,inst_measure_flash_glucose,reg_measure_flash_glucose,inst_measure_continuous,reg_measure_continuous,inst_measure_continuous_cloop,reg_measure_continuous_cloop,measure_other,inst_educ_doctor,reg_educ_doctor,inst_educ_nurse,reg_educ_nurse,inst_educ_other_in_person,reg_educ_other_in_person,inst_educ_camp_wshops,reg_educ_camp_wshops,inst_educ_peer_mentor,reg_educ_peer_mentor,inst_educ_printed_materials_local,reg_educ_printed_materials_local,inst_educ_printed_materials_foreign,reg_educ_printed_materials_foreign,inst_educ_online_local,reg_educ_online_local,inst_educ_online_foreign,reg_educ_online_foreign,educ_other,cost_currency,cost_insulin,cost_consumables,cost_devices,cost_med_appts,cost_insurance,cost_other,cost_not_afford_pc,followup_share,followup_results,followup_review,followup_review_country,followup_ispad,followup_plan,followup_other,inst_support_nurse_educ,reg_support_nurse_educ,inst_support_psych,reg_support_psych,inst_support_social_worker,reg_support_social_worker,inst_support_dietician,reg_support_dietician,inst_support_comm_health_wkr,reg_support_comm_health_wkr,support_other,inst_prof_test_hba1c,reg_prof_test_hba1c,inst_prof_test_weight,reg_prof_test_weight,inst_prof_test_height,reg_prof_test_height,inst_prof_test_bp,reg_prof_test_bp,inst_prof_test_retina,reg_prof_test_retina,inst_prof_test_ualb,reg_prof_test_ualb,inst_prof_test_lipids,reg_prof_test_lipids,world_bank_name,united_nations_name,iso3c,world_bank_classification,jdrf_region_name,jdrf_broad_region_name,loc_id,income_group
online,12183448979,Yes! I'd like to complete the survey now (est. 10 minutes),Oman,Muscat,Muscat Private Hospital,Paediatric endocrinologist,NA,NA,NA,NA,NA,7.0-7.9% (53.0-63.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),NA,8.0-8.9% (63.9-74.8 mmol/mol),9.0-9.9% (74.9-85.7 mmol/mol),NA,30-40%,NA,30-40%,NA,0%,NA,0%,NA,0-10%,NA,0%,NA,0%,NA,30%,NA,50%,NA,10%,NA,10%,NA,NA,NA,NA,0%,NA,0%,NA,0%,NA,10%,NA,40%,NA,40%,NA,10%,NA,0%,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,NA,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Oman,Oman,OMN,HIC,Middle East,Middle East and Africa,512,High income
online,12182823217,Yes! I'd like to complete the survey now (est. 10 minutes),Hong Kong China,Hong Kong,Prince of Wales Hospital,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China, Hong Kong SAR","China, Hong Kong SAR",HKG,HIC,East Asia,Asia-Pacific,344,High income
online,12182536564,Yes! I'd like to complete the survey now (est. 10 minutes),Serbia,Belgrade,Institute for mother and child healthcare of Serbia,Paediatric endocrinologist,NA,NA,NA,10,Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,30-40%,Published study,30-40%,Published study,0%,Registry data,0%,Registry data,0%,Clinical records,0%,NA,NA,NA,10%,NA,70%,NA,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40%,NA,30%,NA,20%,NA,10%,NA,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,Euro,0,100,0,0,0,NA,5,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Annually,NA,Serbia,Serbia,SRB,UMIC,Western Europe,Europe,688,Middle income
online,12182339678,Yes! I'd like to complete the survey now (est. 10 minutes),Australia,Queensland,Pacific Private Clinic,Paediatrician,NA,NA,NA,10,Personal estimate,7.0-7.9% (53.0-63.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),NA,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,30-40%,Personal estimate,50-60%,Personal estimate,0-10%,Clinical impression,0-10%,Clinical impression,0-10%,Clinical impression,0%,0%,0%,10%,10%,50%,0%,0%,80%,30%,10%,0%,10%,0%,NA,0%,0%,0%,0%,0%,0%,10%,30%,10%,30%,10%,10%,80%,40%,10%,0%,NA,At your institution,In your region,At your institution,In your region,NA,In your region,NA,NA,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Seeing survey results,NA,NA,NA,NA,NA,At your institution,In your region,At your institution,NA,NA,NA,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Australia,Australia,AUS,HIC,Australasia,Asia-Pacific,36,High income
online,12181839554,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),Minnesota -McNeely Diabetes Center,Children's Hospitals and Clinics of Minnesota,Other (please specify),Pediatric Nurse Practitioner,NA,NA,10,NA,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,NA,NA,NA,30-40%,NA,NA,NA,0%,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,12181832279,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),Wales,Wrexham Maelor Hospital,Paediatrician,NA,NA,NA,10,Informed estimate,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Published study,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Published study,10-20%,Registry data,20-30%,Registry data,0%,Registry data,0%,Registry data,0%,Clinical impression,NA,NA,NA,NA,NA,NA,70%,70%,30%,30%,10%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,30%,NA,10%,NA,50%,NA,10%,NA,10%,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,NA,Group sessions through out of hour programmes,NHS funded,NA,NA,NA,NA,NA,NA,0,NA,Seeing survey results,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,"Both in patient care and out patient care provided by MDT, consists of Paediatrician with special interest in diabetes, nurse specialist, paediatric diatitian while we also have psychologist attached to our diabetes services",Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,12181826194,Yes! I'd like to complete the survey now (est. 10 minutes),Greece,ATHENS,"""P. & A KYRIAKOY"" CHILDREN'S HOSPITAL",Paediatrician,NA,NA,NA,6,Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),Clinical records,NA,NA,NA,30-40%,Clinical records,NA,NA,0%,Clinical records,0%,Clinical records,0%,Clinical records,0%,NA,0%,NA,NA,NA,60%,NA,40%,NA,10%,NA,0%,NA,NA,0%,NA,0%,NA,0%,NA,50%,NA,40%,NA,40%,NA,10%,NA,0%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,Every visit,Every visit,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Greece,Greece,GRC,HIC,Western Europe,Europe,300,High income
online,12181709789,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),"Paediatrics, Northern Ireland",Southern health and social care trust,Paediatrician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,12181696037,Yes! I'd like to complete the survey now (est. 10 minutes),Sweden,Halland,Hallands sjukhus Kungsbacka,Paediatrician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,Sweden,SWE,HIC,Nordic Countries,Europe,752,High income
online,12181531623,Yes! I'd like to complete the survey now (est. 10 minutes),Bulgaria,Sofia,Outpatient Pediatric Clinic as a pediatric endocrinologist,Paediatric endocrinologist,NA,NA,NA,9,Personal estimate,8.0-8.9% (63.9-74.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Published study,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Registry data,20-30%,Clinical records,20-30%,Clinical records,0%,Personal estimate,0%,Personal estimate,0%,Personal estimate,0%,0%,0%,0%,20%,20%,80%,80%,20%,20%,10%,10%,0%,0%,OpenAPS/Loop,0%,0%,0%,NA,10%,10%,40%,40%,30%,30%,10%,10%,10%,10%,NA,NA,OpenAPS/Loop 10%,At your institution,In your region,NA,In your region,NA,In your region,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,lev,health insurance,1100 test strips annually by Health insurance,CGM is paid - 3000 lev,health insurance,for children below 18 years no paiment,"difficult to say, depends on the living town",1,Sharing the survey with others in my network,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,NA,In your region,NA,In your region,NA,In your region,NA,NA,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Every two years,Every two years,Bulgaria,Bulgaria,BGR,UMIC,Eastern Europe,Europe,100,Middle income
online,12177607743,Yes! I'd like to complete the survey now (est. 10 minutes),Yemen,"Sana’a city, University of Sana’a, Yemen",Diabetes Center,Endocrinologist,NA,NA,NA,10,Clinical records,8.0-8.9% (63.9-74.8 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),NA,9.0-9.9% (74.9-85.7 mmol/mol),10.0-10.9% (85.8-96.6 mmol/mol),NA,30-40%,Registry data,70-80%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,0%,20%,10%,30%,10%,30%,30%,10%,0%,0%,0%,0%,0%,0%,NA,0%,20%,0%,20%,50%,10%,40%,10%,20%,0%,0%,0%,0%,0%,0%,0%,NA,At your institution,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,No estimates avaialble,No estimates available,NA,NA,NA,NA,NA,NA,60,NA,Seeing survey results,NA,NA,NA,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Annually,Yemen,Yemen,YEM,LIC,Middle East,Middle East and Africa,887,Lower income
online,12173484212,Yes! I'd like to complete the survey now (est. 10 minutes),France,Hauts de France,Hospital,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,12168579458,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),California,Stanford University,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,12162841265,Yes! I'd like to complete the survey now (est. 10 minutes),United Kingdom (UK),London,University College London Hospital,Dietitian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,United Kingdom,GBR,HIC,Western Europe,Europe,826,High income
online,12125119324,Yes! I'd like to complete the survey now (est. 10 minutes),France,"Ile de France, Hauts de seine, hôpital de Colombes",Hopital Louis Mourier,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,12123480225,Yes! I'd like to complete the survey now (est. 10 minutes),France,dordogne,Centre hospitalier de Périgueux,Paediatrician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,12092988205,Yes! I'd like to complete the survey now (est. 10 minutes),Saudi Arabia,Madinah,Madinah children hospital,Paediatric endocrinologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saudi Arabia,Saudi Arabia,SAU,HIC,Middle East,Middle East and Africa,682,High income
online,12090103824,Yes! I'd like to complete the survey now (est. 10 minutes),Saudi Arabia,Jeddah /Fakeeh care,Dr.Sulaiman Fakeeh Medical Center,Paediatric endocrinologist,NA,NA,NA,10,Clinical impression,8.0-8.9% (63.9-74.8 mmol/mol),11.0-11.9% (96.7-107.6 mmol/mol),Clinical impression,NA,NA,NA,40-50%,Clinical impression,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,10%,NA,80%,NA,10%,NA,10%,NA,10%,NA,NA,0%,NA,0%,NA,0%,NA,10%,NA,30%,NA,40%,NA,10%,NA,10%,NA,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Every two years,NA,Saudi Arabia,Saudi Arabia,SAU,HIC,Middle East,Middle East and Africa,682,High income
online,12088089193,Yes! I'd like to complete the survey now (est. 10 minutes),France,bretagne. Ille et vilaine,hospital CHU Rennes,Paediatric endocrinologist,NA,NA,NA,14,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Clinical records,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Personal estimate,20-30%,Registry data,20-30%,Registry data,0-10%,Personal estimate,0-10%,Personal estimate,0-10%,Personal estimate,0%,0%,0%,0%,0%,0%,80%,60%,20%,30%,0%,10%,0%,0%,NA,0%,NA,0%,NA,0%,NA,20%,NA,20%,NA,0%,NA,60%,NA,0%,NA,NA,At your institution,NA,At your institution,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,NA,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Less often,NA,Every two years,NA,Every two years,NA,France,France,FRA,HIC,Western Europe,Europe,250,High income
online,12085791450,Yes! I'd like to complete the survey now (est. 10 minutes),Nigeria,Lagos State,Lagos University Teaching Hospital,Paediatric endocrinologist,NA,NA,NA,10,Published study,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,10.0-10.9% (85.8-96.6 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),Informed estimate,50-60%,Published study,70-80%,Published study,0-10%,Informed estimate,10-20%,Informed estimate,20-30%,Personal estimate,20%,20%,50%,50%,40%,40%,10%,10%,0%,0%,0%,0%,0%,0%,NA,10%,10%,50%,50%,20%,20%,20%,10%,10%,10%,0%,0%,0%,0%,0%,0%,NA,At your institution,In your region,NA,NA,NA,NA,At your institution,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,I am an ISPAD member,NA,NA,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,Annually,Annually,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every two years,Less often,Every two years,Every two years,Less often,Less often,Nigeria,Nigeria,NGA,LMIC,Sub-Saharan Africa,Middle East and Africa,566,Lower income
online,12085566577,Yes! I'd like to complete the survey now (est. 10 minutes),Germany,saxonia,University of Leipzig,Paediatric endocrinologist,NA,NA,NA,8,Registry data,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,7.0-7.9% (53.0-63.8 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,30-40%,Registry data,20-30%,Registry data,0%,Registry data,0%,Registry data,0%,Registry data,0%,0%,0%,0%,10%,10%,40%,40%,50%,50%,20%,20%,10%,10%,NA,0%,0%,0%,0%,10%,10%,10%,10%,10%,10%,60%,40%,30%,30%,10%,10%,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,NA,At your institution,NA,At your institution,In your region,At your institution,In your region,At your institution,NA,NA,NA,NA,Euro,600,2000,4000,500,Free,NA,NA,NA,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,Helping develop action plans for medical professionals,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Every visit,Annually,Annually,Annually,Annually,Annually,Annually,Germany,Germany,DEU,HIC,Western Europe,Europe,276,High income
online,12085565276,Yes! I'd like to complete the survey now (est. 10 minutes),United States of America (USA),Pennsylvania,Penn State Children's Hospital/ Penn State College of Medicine,Paediatric endocrinologist,NA,NA,NA,9,Personal estimate,Unknown,NA,NA,Unknown,NA,NA,30-40%,Personal estimate,NA,NA,0%,NA,NA,NA,NA,NA,0%,NA,10%,NA,10%,NA,50%,NA,40%,NA,30%,NA,20%,NA,NA,NA,NA,NA,NA,NA,NA,20%,NA,30%,NA,NA,NA,50%,NA,20%,NA,NA,At your institution,In your region,At your institution,In your region,At your institution,In your region,NA,In your region,NA,NA,At your institution,In your region,At your institution,In your region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not sure,21,Sharing the survey with others in my network,Seeing survey results,NA,Reviewing and providing commentary (e.g. for your country),NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,United States,United States of America,USA,HIC,North America,Americas,840,High income
online,12085523874,Yes! I'd like to complete the survey now (est. 10 minutes),South Africa,Free State,Universitas hospital,Paediatrician,NA,NA,NA,6,Personal estimate,9.0-9.9% (74.9-85.7 mmol/mol),≥ 12% (≥ 107.7 mmol/mol),NA,Unknown,NA,NA,50-60%,Clinical records,50-60%,Clinical impression,0-10%,Clinical records,0-10%,Clinical records,NA,NA,20%,NA,0%,NA,50%,NA,30%,NA,0%,NA,0%,NA,0%,NA,NA,0%,NA,0%,NA,10%,NA,50%,NA,40%,NA,0%,NA,0%,NA,0%,NA,One child on Hal pump,At your institution,NA,At your institution,NA,NA,NA,At your institution,NA,NA,NA,At your institution,NA,At your institution,NA,NA,NA,NA,NA,NA,ZAR,NA,NA,NA,NA,NA,"Travel main costs. All above is combined, either zero if <6yrs, if older acc to income",6,NA,Seeing survey results,NA,NA,NA,Helping develop action plans for medical professionals,Improving service in our area,At your institution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every visit,NA,Every visit,NA,Every visit,NA,Annually,NA,Annually,NA,Annually,NA,Annually,NA,South Africa,South Africa,ZAF,UMIC,Sub-Saharan Africa,Middle East and Africa,710,Middle income
